,Global X,Global Y,Nestin,CK7,Megalin,N/A,CD14,CD20,N/A,Calbindin,Aqp2,N/A,aSMA,VCAM-1,N/A,Beta catenin,CD31,Vimentin,CD163,WT1,Seq 22,N/A,MCP1,LC3B,N/A,CD68,MPO,N/A,CD3,IL9,N/A,Seq 17,CD56,TNF-a
169,7950,256,1,1,1,1,418,1,1,3106,1,1,1,1,1,1,1,2133,1,118,1,1,1,615,1,736,94,1,508,337,1,1,1,1
170,6633,8557,1,1,1,1,1107.5,1,1,1392,4109,1,738.5,412.5,1,441,117.5,1,1,249,1,337,344.5,43.5,1,434,1638,61,459.5,86,1,63,198,1
171,33,4412,1,1,1,1,1,1,1,2324,1,1,1,1,1,1,1,19137,50,192,207,1,1,1,1,283,31,1,49,1,1,1,1,1
172,7623,1665,1,1,1,1,1,1,1967,1,281,1,1,1,1,1,1,1,1,1,72,1,1,1,1,268,109,1,1,1,1,1,176,12
173,1655,3337,1,1,1,1,1,1,1,1746.5,7446,1,1,1,1,1,1,49539,1,1032.5,1,291,1,1,1,299,2487,1,1,158,1,1,1883,1
174,78,5301,1,1,1,4648,1,1,1,1,137,1,1,1,1,1,1,34499,64,558,107,1,1,379,145,788,1096,631,48,18,1,1,834,1
175,1330,4077,1,1,1,1,1,1,1,5084,11046,1,1,1,1,1,1,33944,1,786,1,1,1,638,46,792,1591,1,358,8,1,1,49.5,1
176,390,2871,1,1,1,1,1,1,21609,49450,15822,1,1,1,1,1,1,13252.5,1,952,1,425,1,34,209,667,1572,1,373.5,1,1,1,1,1
177,7852,5078,1,5979,1,1,1,1,1,6928,720,1,1,1,1,1,1,1,1,761,1,1,1,339,212,613,1,1,1,282,1,1,1234,1
178,6832,7367,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97,58,22,1066,1,345.5,1,211,1,1,169,6,1,1,782,1
179,1002,1865,1,1,1,1937,1,1,1,7533,6323,1,1,1,1,1,1,36949,1,957,1,1,1,142,1,2172,2838,7,695.5,1,1,1,829,1
180,6867,7041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1885,1,79,1,1,1,323,1,1,13,1,218,1,1,1,1,1
181,1661,3963,1,1,1,18,1,1,79,721,11420,15,1,1,1,1,1,4176,127,53,1,1,1,114.5,58,206,2318,4,588,42,1,1,402,1
182,6677,5434,1,1,1,1,1,1,1,8198,26251,1,1,1,1,1,1,329,1,130,1,1,51,262,1,435,3036,1,587,1,1,1,822.5,99.5
183,7539,1761,1,1,1,1,1,1,1967,5988.5,9095,1,1,1,1,159.5,1,1228,57.5,107,1,1,95,1,1,815.5,548,1,1,29,1,101,387,13
184,916,3561,7405,1,1,1,1,1,1,7656,1,1,1,1,1,1,1,4613,1181,549,1,1541,1,352,1,451,687.5,1,524,251.5,1,1,909.5,1
185,1818,1453,1,1,1,180,1,1,1,133,1,1,1,1,6366,1,1,26853,1,843,1,1,1,1,265,84,1343,65,36,1,497,1,58,1
186,7763,6449,1,1,237,396,1,87,1,1,1,1,1,1,1,1,1,240,95,103,278,49,1,294,1,186,201,1,259,133,36,1,1,1
187,6955,6400,1,1,1,1,1,1,1,1177,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,383,834,1,150,369,1,1,431,1
188,7227,67,1,1,1,1,1,1,1,9448,51214,103,836,1,1,1,1,2218,1,21,14.5,20,1,660,1,876,1584,1,441,255.5,1,1,253,1
189,7815,2030,1,1,1,1,1,1,1,2055,6551,1,1,588,1,1,1,30089,1,620,1,1,1,1,1,671,896,1,734,303.5,1,1,569,1
190,8027,1126,1,1,1,2605,1,1,1,138,1,1,1,1,1,1,1,58447,224,609,76.5,1,13,1,1,432,1,1,136,74.5,1,1,1,1
191,6202,7769,1,2891.5,1,20501,47,1,1,1667,1,1,1,206,1,1,1,1,56,271,1,79,182,186.5,1,564,128,1,1,185,1,1,1,1
192,6627,8614,1,1,58.5,1,1,16,1,1780,1,1,463.5,191,1,1,1,99,160,432,47.5,337,1,525,1,256,1,61,528,94,1,1,1,253
193,6722,6961,1,442,1,1,1,1,1,1,1428,1,1,1,1,1,1,105,86.5,17.5,1,1,1,179,1,131,1240,1,91,91,1,1,180,183.5
194,6293,8697,1,1377,1,1,1,1,1,3237,10871,1,1,1,1,1,1,27761,314,212,1,1,144.5,648,1,682.5,1176,1,153,671,1,1,1,1
195,6720,8538,1,299.5,1,1,151,1,1,389,1,1,62,1,1,461,1,1,1,451,1,337,138,133,1,321,697,61,199,1,1,64,1,1
196,7265,2870,1,1,1,1,1,1,1,23885,50702,1,1,1,1,1,1,1,1,209.5,1,225,1,1,127,45,1719.5,367,263,1,1,1,516,9
197,6883,8478,1,33592,1,1,1,1,1,6416,3018,1,1,1,1,1,1,1,61.5,487,134.5,1,1,1,1,589,947,612,484,1,1,42,1,1
198,1142,2833,1,1,1,260,1,1,1,3273,4495,1,1,49.5,1,1,1,4261,1,290,39,1,1,436,1,407,2615,1281,204,1,130,1,280.5,1
199,6386,8964,1,1804,1,1,1,1,1,124,14656,1,1,436,1,1,1,1,1,651,1,1,1,16,1,28,2074,1,171,161,1,1,1,1
200,1225,181,1,1,1,1,1,1,1,11529.5,2438,7,1,1,1,1,91.5,2163.5,12,1,1,1,1,154,19,260,786,22,33,1,241,1,210,1
201,1323,2433,1,1,1,1,1,1,1,12508,12602,1,1,1,1,1,1,3799,1,1,1,1,1,167,1,1125,2112,24,350,148,130,1,304,1
202,7517,1633,1,526,1,1,1,1,1,1,19735,1,1,1,1,1,1,1,77,900,1,1,1,543,23,1,77,1,97,298,1,169,6.5,74.5
203,8441,2904,117,9067,6633,70,1,1,3840,1346,2825,19,1,234,1,1617,1,1,58.5,2899,1,2,1,62.5,695,123,1215,1,292,1,1,1,158,1
204,5850,8368,565,1,1,1,1,1,1,5285,1,1,1,1,1,600,88.5,1,504,212,1,1,1,1,1,1118,1,1,535,1,1,22,1082.5,1
205,680,5001,1,1,172,1,1,1,1,1,7880,1,1,2409,1,608.5,1,1,1,508,1,1,1,144,1,1,1940,1,359,232,1,1,574,1
206,8254,158,1,1,1,1,1,1,1,6535,43829,1,1,1,1,1,897,1,143,1,1,1,1,1,1,557,1646,1,166,132,1,1,825,1
207,6875,7137,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,123,1066,1,71,1,1,218,1,121.5,1,1,1,699,1
208,6812,4772,1,206,1,1,1,1,1296,1133,1,1,1,414.5,1668,1,1,24630,1,387.5,47.5,1,1,67,1063,387,739,84,124,309.5,35,89,379,1
209,856,3100,1,1,1,1,1,1,1,5596,10996,1,1,1,1,1,1,591,1,799,1,349,1,151,350,803,2837,1,262.5,1,126,1,928,1
210,2155,1835,1,1,1,6367,1,1,34,1,12105,1,5356.5,1,6366,1,1,23154,1,715,1,126,1,305,53,987,2020,1016,358.5,82,497,1,1005,1
211,7940,550,1,1,1,1,1,1,1,1765,35355,210,1,1,1,1,1,1,1,1,1,1,3,119,1,61.5,944,63,482,1,1,116,566,41
212,5730,8906,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32108,242,602,1,1,1,1,1,1,567,1,258,1,1,1,1,1
213,1445,1516,1,1,1,180,1,1,1,1,1,1,1,1,1,1,1,17743,1,409,1,1,1,194,36,343,861,1,1,1,1,1,436,1
214,7023,7663,1,428,190,1,370,1,1,7364,498,1,1,1,1,1,1,1,1,309,136,1,125,6,1,777,716.5,1,689,1,1,1,251.5,1
215,7397,7118,1,589,1,876,1,1,1,5183.5,38359,1,1,1,1,1,1,1,66,382,1,369,1,168,1,556,715,55,437,1,1,1,1,112.5
216,676,3941,1,1,1,1,1,1,1,1,1,1,1,1,1283,1,1,32922,1,5005,1,69,1,1,159,97,1102,1,50,1,1,1,243,1
217,1003,3538,1,1,1,1,1,1,1,48138,8655,1,1,1,1,1,1,142,71,143,1,335,1,1668,147,2080,2170,1,233.5,1,1,1,1053,1
218,7601,6818,1,2646.5,1,1,1,1,1,1,1,1,1,1,1,1,1,6866,1,118.5,1,1,1,1,1,169,450,1,543.5,21,36,1,295,1
219,6654,7101,1,7388,1816,1,1,1,1,6905,1,1,1,1,1,1,1,1,1,61,1020,1,1,1,1,791,1,1,510,103,1,1,1,1
220,7732,3400,1,1,1,20458,1,1,1,2220,4695,8473,294,1,17329,1,1,48726.5,1,139,1,1,1,477,1,248,1473,2420,1069,152,1,1,100,1
221,209,5103,1,502,1,1,1,1,1,1,1,1,1,1,1,1,1,53298,96,560,1,8,1,423,145,453,115,1,181.5,1,1,241,932,1
222,6579,8702,1,1,643,1,1,1,1,180,1,1,59.5,1699.5,1,1,1,1,6,1,675,337,1,89,1,275,272,61,585.5,213.5,1,1,184,1
223,7235,833,1,1,1,1,1,1,1,1,9578,1,1,1,1,1,1,4874,180,756,315,1,1,241,11,795,933,1,494,629,1,1,1102,1
224,8191,2152,1,10419,1,1,1,1,1,9791,1,1,1,1,1,1,1,1,157.5,580,492,1,25,279,1,981,900,1,473,1,1,1,1,1
225,7580,4805,1,1,18,1,1,1,1,1084,11607,1,313,1483,1,596.5,1,39.5,1,235,1,1,1,2,1,215,2776,1,672,231.5,1,1,1,1
226,7104,8661,1,1,1,1,1,1,1,1224.5,9723,1,1,1,1,1,1,1,1,322.5,1,1,1,232,1,1,1631,45,753,1,1,1,453,4.5
227,617,3493,1,1,4058,1,1,1,1,1,1,1,1,1,1,1,1,10197,424,120,1,1,1,68,1,544,1529,1,229,1,1,1,1427,1
228,1222,924,11076,1,1,1,1,1049,1,24687,40932,1,1,1,1,1,1,1,722,464,1,22,1,549,1,279,1824,1,303,1,101,1,1761,1
229,6434,8271,1,7771,1,1,1,1,1,1,84,1,1,1,1,1,1,8466.5,1,476,308,337,1,1,1,1,829,1,38,1,1,1,378,1
230,7141,4500,1,507,1,1,1,1,1,7474,35647,1,1,1,1668,925,1,1,206,456,1,1,1,395,1,447,1266,1,335,1,35,1,1,1
231,7320,4904,1,1,1,1,1,1,1,4288,9787,1,1,40,1,40,1,2515.5,1,1,161,1,1,220,1,539,1017,1,316,445,1,1,493,22
232,6026,7343,1,1,457,7386,1,1,1,6061.5,5843,1,1,92.5,1,1824,906,1,71,133,251,1,1,1,1,357.5,1888.5,1,315,5,1,342,1157,39
233,2509,1904,1,1,1,6367,1,1,1,1,282.5,131,1,1,1,1,846,25084,1,917,326,126,1,200,30,788,569,94,98,1,1,1,271,1
234,7344,2958,1,1,1,1,1,1,1,13356,54378,1,1,1345,1,1,1,1,1,414,1,225,1,250,1,716,2505.5,1,381,187.5,1,1,81.5,1
235,6602,6110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,48800,1,210,1,1,1,1,1,111,552,1,1,1,1,1,96,1
236,7246,119,1,1,1,1,1,1,1,9506.5,54135,103,1,1,1,121.5,1,1,23,437.5,1,20,1,2,1,711.5,1610,1,245,447,1,39.5,211,1
237,326,2477,1,1,1,1,1,1,14,1,1,1,1,1,947,1,1,4556,1,1,1,1,1,1,1,1,647,1,95,1,1,1,1,1
238,47,5272,1,1,1,4648,1,1,1,1,1,1,1,1,1,1,1,8524,51,381,1,1,1,42,145,903,1129,631,176,123.5,1,1,139,1
239,6896,8523,1,12619,1,1,1,1,1,3734,1,1,1,1,1,1,1,1,1,388,175,1,1,119.5,1,447,565,612,529,282,1,1,379,1
240,7323,6318,1,1,1,1440,1,1,1,1,1,1,1,1,1,1,1,27852,1,213.5,134,1,60,237,1,11.5,929,1,384.5,1,35,12,906,1
241,7202,4744,649,136,1,1,1,91,1,10799.5,4020.5,1,1,1,1668,1,1,1,361,392,1,1,1,155,1,875.5,798,84,213,1,35,1,99,110
242,7162,6497,1,1,1,1,1,1161,1,83,1,1,1,334,1,1,1969.5,2168,1,1,1,1,1,834,1,448,1,1,1,51,1,1,471.5,312
243,6730,6007,1,1,1,1,1,1,1,907,400,1,1,1,1,1,1,36897,1,156,1,1,1,1,1,34,734,1,348,412,1,1,337,285
244,1598,1560,1,1,1,180,1,1,1,3,1,1,1,1,1,1,1,31733.5,1,41,1,1,1,1,265,149.5,2465,1016,1,1,1,1,608,1
245,1072,5206,1,1,1,1,5862,1,1,1,657,1,1,1,1,1,1,46645.5,1,1191,1,1,1,1,1,625,1588,218,547,433,1,1,1402,1
246,8185,4143,1,1,1,1,1,1,1,10741,43726,1,2117,1,333,767,1,1,134,549,1,1,1,309,1,910,1290,1,1246.5,22,98,1,803,317
247,7007,7683,1,1,1,1,370,1,1,8533,4490,1,1,1,1,585,397,1,136.5,458,9,1,125,95,1,670,1217,1,657,1,1,1,885,1
248,7505,4646,1,1,1,1,1,1,1,1,3481,1,1,105,1,1,1,1475,1,535,1,1,104,342,1,28,727,1,381,341,1,1,142,1
249,2098,1762,1,21330,1,1,1,1,34,6913,6745,1,1,1,6366,1,5353,25794,681,897,1,1,1,320.5,53,595,1922,1016,1,1,497,1,2297,1
250,7933,239,1,1,1,1,1,1,1,5395.5,48023,1,1,1,1,1,1,1,252.5,358,184,1,1,541,1,406,1608,1,52,145,1,1,625,4
251,2530,685,1,6713,1,1,1,1,425,12293,37300.5,1,1,1,1,1,1,1,1,570,1,8,1,56,1172,278,730,1,30,1,1,1,1,1
252,464,4998,1,1,842,1,1,1,1,51306,21031,1,1,1,1,1,1,1,1,1069,246,1,1,138,1,739,1876,1,443,1,1,1,347,44
253,2180,2322,1,1,1,1,1,1,1,1,1,1,2173,1,1,1,1,44430,87,759,1,7,1,36,1,1,439,24,14,1,1,1,236,1
254,1082,4368,1,1,1,1,1,1,741,789,10911,1,1,1,1,1,1,50849,20,1072,1,1,1,1,528,842.5,2207,299,351,1,1,1,1,1
255,471,2674,1,1,1,1,1,1,1,9217.5,10312.5,1,1,1,947,1,1,1,1,705.5,1,1,1,61.5,35,720,2413.5,1,1,1,1,1,934,1
256,610,2686,1,1,4466,1,1,1,1,8034.5,6581,1,1,1,1,608,1,1,18,818,1,1,1,77,35,591.5,3516,1,40,1,1187,1,887,1
257,306,2701,1,1,29470,1,1,1,21609,1682,1,1,1,1,947,1,1,1,1,50.5,1,1,1,1,209,130,3049,1,1,1,1,1,7,1
258,6083,6998,473,1,613,1,468.5,1,1,6353,14225,1,520.5,717,1,1,1,2582,783,215,383,63,480.5,1,1,578,2460,1,1234.5,368,1,122,12.5,1
259,8069,2883,1,1,1,70,1,47,1,1,3278,1,1,1,1,518.5,1,1,126,70,1,2,1,176,1,116,1188.5,103,345,1,20,1,1124,1
260,6374,8052,699,85.5,1,668,1,1,1,3554.5,21063,1,1,1591,1,246,1,1,550,601.5,1,29,1,179,1,593.5,2243,1,59,409,1,69.5,556,1
261,6328,8918,1,1,1,1,1,1,1,4389,903,1,1,1,1,1,1,127,101.5,5.5,139,1,1,148.5,1,261,762,1,246,1,1,1,102,11.5
262,7250,4645,1,1,1,1,1,1,1,13743.5,10992,1,1,1820,1668,1,1,1,161.5,213,183,1,1,158,1,816.5,1429,1,210,471,35,1,490,8
263,447,5499,1,1,1,1377,1,1,1,1,1,1,1,1,1,1,1,26916,547,554,1,1,1,611,1,681,1567,631,1,1,1,1,576,1
264,6546,3184,1237.5,18161,1,1,1,1,2,10014,6436,1,1,1,410,1,1,1,39.5,64.5,1,1,1,308,1,1130,3090,1,77,1,1,1,373,1
265,7573,2430,1,7431,1,1,1,1,1,1,27718.5,1,1,1,1,1,1,11114,1,246,72,1,1,48,1,89,1605,420,427,1,1,1,124,92
266,8,6659,1,1,1,1,1,1,226,1,1,1,1,1,2870,1,1,31249,1,1,1,1,1,674,256,1,396,1,1,1,1,142,23,1
267,880,2742,82.5,1,1,1,1,1,1,9078,19540,1,1,564,1,1,1,2153,136,430,1,1,1,1,35,1584,3370,525,552,368.5,126,1,1,1
268,7145,8493,1,17012,1,1,1,1,1,9376,27083,1,1,1,1,1,1,1,237,79,1,1,1,448,1,497,2088,462,329,115,1,1,1,1
269,8073,2961,1,1,1,70,1,1,1,3649.5,26932,1,1,1,1,1,1,1,188,152,1,2,1,560,1,396,2736,103,92.5,1,1,1,1403,1
270,7168,8116,1,193,1,1,1,1,1,1,14622,1,1,1,1,1,1,1,136,300,1,1,75.5,78,1,111,311,1,472,217,1,1,346,1
271,71,5002,1,1,80,1,1,1,1,1,1,1,1,1,1,1,1,33670,1,594,1,8,1,197.5,1,431,326,1,1,1,1,1,231,1
272,7917,4559,1,1712,1,1,1,1,1,7775,4164.5,1,1,1,333,1,1,1131,1,13,1,47,709,1,1,963,1657.5,1,5,132,98,254,454,1
273,435,2850,1,1,1,1,1,1,21609,55108,42214,1,1,1,1,1,1,3352.5,1,953,1,425,1,234,209,218,2772,1,1055,839,1,1,550.5,1
274,112,6711,1,1,1,1,1,1,1,1,1,1,1,1,2870,1,1,51496,133,240,56,467,1,284,150,197,400,1,243,1,1,1,1,1
275,8331,2926,1,1,1,70,1,1,3840,389,25668,1,1,189,1,1,1,1500,1,48,1,2,1,67,695,204,1156,1,79,211,1,1,1001,1
276,7307,5681,79,1,1,1,1,1,1,2215,1341,1,1,1,1,354,1,1,1,1,93.5,1,1,1,1,388,1076,165,250,1,1,1.5,1,1
277,6529,8094,1,6581,1,1,395,1366,1,2740,1417,1,1,1,1,1,2107,963.5,1,268,1,1,282.5,488.5,1,530,490,1,18,1,1,40.5,1035,1
278,553,2674,1,1,1,1,1,1,1,12082,9042,1,1,1,947,1338.5,1,1,134,665.5,1,1,1,326,35,692,3313,1,98,222,1,1,834,1
279,158,6183,1,1,1,1391,1,1,1,1,1,1,1,1,1,1,1,15450,12,444.5,1,349,1,410,1,373.5,694,10,932,1,1,1,412,1
280,1376,2318,1,1,4558,1,1,1,3378,6395,9337.5,1,1,1,1,524,1,1407,18.5,657,1,345,1,181,1,454,1939.5,24,227,155,1299,1,1168,1
281,1971,509,1,1,1,1,1,1,1,486.5,1,1,1749,1,1,1,1,21904,1,906,1,5975,1,266,1,425.5,1112,1,1,1,1,1,489,1
282,171,3257,1,1,190,1,1,1,1,5426,5988,1,1,1,1,1,1,148.5,1,261,1,1,1,1,237,498,3171,1,323,49.5,1,1,236,1
283,6936,8005,1,23517,1,1,1,1,1,4146,4424,1,1,1,1,1,1,1,311,403,274,1,1,405,1,285,418,1,1,60,1,1,864,1
284,7112,8318,1,1,1,1,1,1,1,1,48234,1,1,1,1,1,3806,1,625,388,1,1,113,17.5,1,188,493,1,283,1,1,96,518,1
285,1916,2513,1,1,1,10424,1,1,1,3208,8589,1,1,1,1,1,1,36397,1,123,1,1,1,672,1,527.5,3588,26,1,1,1,1,1973,1
286,8528,426,1,1,1,2352,1,1,1,1,1,1,1,1,1,1,949,37110,223,606,1,1179,1,1,180,1,930,1,1,57.5,1,1,444.5,8
287,340,5185,1,1,1,4648,1,1,1,1,1,1,1,1,1,1,1,16706,201,544.5,1,1,1,236,1,908,1070.5,631,158,1,1,1,21.5,163
288,7961,3105,1,18422,1,70,1,1,1,14208,23086,1,1,1,1,190.5,5783,1,1,480,1,2,1,418,1,1464,2664,1,518,207,20,1,1336,1
289,6896,7219,1,1,1,1,423,1,1,2701,18470,1,1,1,1,890,1,1673,285,1,8,1066,53.5,201,1,76,868,132,223,1,1,1,227,497
290,7422,4574,860.5,6657,1,1,1,1,1,2260.5,27342,1,1,1,1,1,1,1,144.5,311,1,1,1,230,1,146,1417,1,1,254.5,1,1,354,1
291,6213,8899,1,11810,1,1,1,1,1,1,112,1,1,1,1,1,1,20084,50,225,1,1,1,1,1,199,1080,1,1,1,1,1,329,1
292,7522,1654,1,1,1,1,1,1,1,1,9868,1,1,1,1,1,1,1,1,1,1,1,1,1,1,68,39,1,1,1,1,1,7.5,1
293,7542,5152,156,1,1744,1,1,1,1,3110,7994,1,1,1,1,1,1,1,123,285,219,1,1,150,589,154,952,1,244.5,1,1,1,1,1
294,7291,5179,1,1,1,198,1,1,1,987,27464,1,1,3087,1,1,1,1,301.5,1,1,699,23,12,589,263,2133,1,193,274,1,1,271,1
295,1626,4105,1,8798,1,18,1,1,1,7332,1,15,1,1,1,1,1,48879,251,1566,1,1,1,1,122,1490.5,1493,4,894,170,1,1,982.5,61
296,8070,2913,434,1,1,70,1,1,1,8408,30,1,1,1308.5,1,33.5,1,111.5,1,100,1,2,1,56,1,603,496,103,400,122,1,1,344,1
297,7001,7584,3885,1,1,1,1,1,591,1656,4059.5,1,1,225,1,1,1825,1,697,118,1,1,1,392,1,337,661.5,1,40,248.5,1,1,1020,1
298,6850,6729,1,1,1,1,1,1,1,85,2461,1,1,234,1,1,432,1,1,239,1,1,1,1,1,1,798,1,206,1,1,1,424,1
299,6575,5144,1,1,180,1,1,268.5,1296,2356.5,8898,1,1,1,1,1,1,2628,82,249,108,24,1,271,1063,385,1105,8,107,1,1,1,284,254
300,7326,5646,1,1,152.5,1,376,1,1,1596,1193,1,1,367.5,1,1,1,275,1,1,1,1,1,1,1,324,1059,165,372,1,1,1,170,1
301,7824,5917,1,1,1,1,1,1,360,1,1,1,1,1,6267,1,1,1,20,55,1,1,1,1,359,148,566,1,489,248,148,1,1,1
302,449,4895,1,1,1,1,1,1,1,4074.5,8485.5,1,1,1,1,1534,1,15265,1,257,1,25,1,1,1,729,2267.5,207,1016,417,1,1,1999,1
303,682,2876,1,1,533,1,1,1,1,14095,1474,1,1,1,1,262.5,1,1,1,721,1,1,1,1,111,1420,2621,1,649,141,1,1,808,1
304,468,5607,1,613.5,1,1377,1,357,1,10214,10132.5,1,1,1,1,1,1,118.5,414,63.5,254.5,1,1,1331,1,1400,1722.5,631,716,1,1,96,50,7
305,991,2459,1,1,1501.5,1,1,1,1,6145,1645,349,1,1,1,1,1,1,1,617,1,1,1,293,1,576,1864,1,594.5,687,271,1,819,1
306,1182,894,2103.722788,1,1,1,1,1,1,25451,23404,1,1,1855,1,1,1,1,574,721,1,22,1,515,51,328.5,1557,1,1,507,101,1,1265,1
307,6601,3356,1,1,1,1,1,51,1,335,1221,1,46,180.5,410,1,1,4608,121.5,381,91,1,1,548,1,195,1474,28,1418,288.5,1,22,63,1
308,8275,143,1,1,1,1,1,1,1,5459,48483,1,1,1,1,1,1399.5,1,87.5,582.5,1,1,1,100.5,1,369.5,3644,1,304,90,1,1,1171.5,1
309,1583,1460,1,1,1,180,1,1,1,1,4370,1,1,1,1,1,1,39900,1,175,1,1,1,220,1,308,3045,1016,68,1,1,1,1,1
310,6172,7509,637,112.5,1,7386,1,1,1,196.5,1,1,645,855.5,1,1,1,1,656,661,151,1,1,50,1,328,214,662,101.5,327.5,1,1,479,1
311,7289,8124,1,1,1,1,1,1,1,4570,47516,1,1,281.5,1,1,1,1,92,425,1,1,1,169.5,1,474,709,1,468,6.5,1,1,109.5,1
312,6812,98,1,1,1,1,1,1,1,6935,29916,1,1,1,1,1,1,1537,56,1114,1,1,1,914,399,262.5,1980,1,649,1,1,1,1466,17.5
313,6994,8209,1,23010,1,1,1,1,1,839,2785,1,1,1,1,1,1,1,423,198,1,1,7.5,40,1,246,1213,1,634,200,1,1,410,1
314,8394,689,1,1,1,2176,1,2494,1,3120,20137,1,1,757,1,1,1,1,1,118,1,54,1,432,298,493,1916,1,147,199.5,1,1,50,1
315,603,3134,1,1,1,1,1,20,1,1,1,1,1,1,1,3640,1,1,1,8.5,1,425,1,25,111,19,464,1,3,1,255,1,203.5,1
316,6600,7553,5045,850,222.5,1,1,248.5,1,10425,1,1,1,304,1,1,1,246.5,1203,546.5,251.5,1,1,88.5,1,1244,276,84,80,1,1,1,8,1
317,6424,4984,1,7524,1,1,1,1,1,508,1204.5,1,1,1,1,1,1,1,1,825,1,24,1,98.5,1,162,2136.5,1,189,1,1,1,1,1
318,1517,2125,1,45204,1,1434,1,1,3378,5736,7482,1,1,1,1,1,1,8259,1,963,1,301,1,627,1,998,1302,24,607.5,70.5,1299,1,1,1
319,1222,943,11076,1,1,1,1,1,1,27996,35222.5,1,1,1,1,1,1,1,722,875,1,22,1,512,1,595,1678.5,1,469,1,101,1,906,145.5
320,8190,2460,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,65,180,1,31,1,225,1,360,319,103,1,222,1,1,1,1
321,8045,5181,1,37455,1,51,1,1,1,4412,28530,1,1,1,1,1,3515,12604,15,2035,1,18,1,1,212,88,3905,1,142,1,1,1,1814,1
322,6916,4184,1,1160.5,1,1,1,1,1,2776,5223,1,1,1,1,1,1,8919,1,500.5,1,1,1,457.5,1,1267,1559,1,1,217,1,1,1017,1
323,5954,8418,1,1,3019,1,1,1,1,1839,392,1,1,1,1,3664,835,10430,269,1,491,1,203,1,1,446,974,1,533.5,1,159,395,506,50
324,878,3231,1,1,1,1,1,1,1,864,4165,1,1,1,1,1,1,1231,242,756,1,1541,1,362.5,1,1,2001.5,1,731,166,1,1,734,1
325,8203,707,1,4222.5,1,2176,1,1,1,11120,1,1,2752,1,1,355,1,1,172.5,188.5,1,54,1,81,298,770,195,1,948,337,1,12,668,77
326,522,2529,1,1,1363,1,1,1,1,4036,10916,1,1,1,1,403,1,774,1,190.5,1,1,1,201,35,281.5,3630,1,414,4,1187,1,751.5,1
327,7205,6696,1,54258,1,1,1,1,1,1,1493,1,1,1,1,1,1,25806,1,1,1,1,1,1,1,1,310,1,1,1,36,1,17,1
328,917,2979,1,1,9013,1,1,1,1,1291,8690,1,1,1,1,772,1,26912,199,451,1,1,1,1,350,1,1664,15,843,1,126,1,247,1
329,7264,8154,1,1,1,1,1,1,1,1,29913,1,1,1,1,1,1,1,1,1,1,1,1,264,1,1,1171,1,470,74,1,1,1,1
330,1017,3198,1,1,2017.5,1,1,1,1,1,3621,1,1,1,1,1,1,7185,26.5,70.5,1,1541,1,133,1,1,2275,1,1,13,1,1,481.5,1
331,7110,1459,1,270,127.5,1,1,1,1,1,9259,1,1,1,1,596.5,1,1,220,500,242.5,692,1,320,1,246.5,1000.5,1,790,1,1,217.5,1,1
332,8023,5134,1,1750,1,51,1,1,1,6442.5,183,1,1,1,1,1,1,1,1,129,1,18,1,328,212,466,827,1,242.5,1,1,1,126.5,1
333,6602,6572,1,2961,1,1,1,1,1,1,250.5,1,1,1,1,1,1,1,1,150.5,69.5,1,1,1,1,1,320.5,1,1,1,1,1,17,1
334,5953,8600,1100,1,1,1,1,1,1,506.5,1,1,1,1,1,1,457,5933,87,216,268,28,25.5,1,1,218.5,1,1,72,36,159,30,52,228
335,7145,88,1,1,1,1,1,1,1,4680.5,36147,103,1,1,1,1,1,1,52,614,1,1,1,185,1,534.5,1043,1,449,239,1,1,267.5,1
336,1114,5262,1,1,1,8808,1,1,1,3430,4122,1,1,1,1,1,1,50735,123,23.5,1,34,1,272,116,1020,1549,218,700,1,1,1,1046,1
337,5857,8836,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8206,1,1,80,1,160,1,1,49.5,1031,1,98,1,159,1,407,1
338,200,3855,1,1,1,1,1,1,1,1,1,1,1,1,1283,1,1,23415,1,426,1,1,1,1,1412,1,1,1,1,1,1,1,765,1
339,636,5396,1,4562,1281,1377,1,1,1,1,1310.381126,1,1,1,1,1,1,45635,238.5,438,1,1,1,627,1,574,1891,631,139,1,1,1,681,1
340,1289,3593,1,1,1,39921,1,1,1,1,1,1,1,1,2466,579,1,29810,74,496,1,1,1,1,136,38,1489,1,1,21,316,1,1,1
341,1759,3148,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34674,1,191,1,1,1,89,172,1,874,1,209,1,1,1,681.5,1
342,7074,5543,1,602,1,1,1,1,1,1,194,1,1,1,1,1,1,9514,1,418,1,258,66,1,36,58.5,906,1,328,1,1,1,377,1
343,1701,1043,1,1,1,323,1,1,1,1,1,1,1,1,1,1,1,11741,1,969,1,115,1,411,1,1,466,1,289,179,3,1,135,1
344,7505,4412,135,1,1,1,1,1,1,3988.5,4761,1,1,1,1,1,1,8922,112,487,34,1,1,505,1,407,2134,1,1,1,1,1,411,76
